"경상남도","무직, 가사, 학생",1194,3232,1061,2891,1049,2647,747,1977,733,1946,691,1711,662,1594,532,1297,479,1266
"경상남도","기타 및 미상",161,96,432,356,663,575,1022,992,1283,1215,1560,1511,1613,1582,1472,1451,1331,1325
"제주특별자치도","계",1447,1372,1552,1505,1530,1459,1607,1484,1716,1566,1744,1602,1490,1396,1564,1511,1493,1395
"제주특별자치도","관리자",54,19,83,22,83,31,59,29,100,39,83,29,51,12,37,14,41,17
"제주특별자치도","전문가 및 관련 종사자",149,116,155,146,160,129,179,131,233,190,216,185,162,124,100,94,86,75
"제주특별자치도","사무 종사자",92,100,85,101,82,103,73,93,141,181,128,142,86,88,62,74,49,63
"제주특별자치도","서비스 및 판매 종사자",302,352,314,368,272,326,232,333,408,459,397,468,274,309,192,210,151,160
"제주특별자치도","농림어업 숙련 종사자",123,26,103,24,104,16,113,18,128,22,143,34,103,28,63,21,72,23
"제주특별자치도","기능원 및 관련 기능 종사자",63,11,77,8,68,9,79,9,112,19,107,16,65,13,55,6,38,3
"제주특별자치도","장치,기계 조작 및 조립 종사자",52,0,39,5,31,4,39,0,26,1,31,1,22,0,17,1,13,0
"제주특별자치도","단순노무 종사자",116,43,115,53,113,57,99,36,130,73,128,52,81,60,66,41,59,30
"제주특별자치도","무직, 가사, 학생",150,388,150,372,173,347,103,262,154,311,142,334,101,240,68,165,55,123
"제주특별자치도","기타 및 미상",346,317,431,406,444,437,631,573,284,271,369,341,545,522,904,885,929,901
"국   외","계",2811,5208,1952,4196,1818,3956,1894,4017,1796,3779,1600,3203,1616,3057,1526,2857,1623,3053
"국   외","관리자",167,69,89,44,106,45,89,47,60,46,50,38,58,40,57,40,68,23
"국   외","전문가 및 관련 종사자",439,219,251,173,232,144,214,165,219,152,169,124,156,106,143,112,157,125
"국   외","사무 종사자",313,208,175,168,130,123,154,186,143,167,131,143,112,118,106,121,109,139
"국   외","서비스 및 판매 종사자",391,618,227,387,201,443,228,525,187,491,143,351,128,337,117,292,125,341
"국   외","농림어업 숙련 종사자",66,50,43,42,34,29,28,51,27,35,30,19,24,30,17,25,17,29
"국   외","기능원 및 관련 기능 종사자",147,93,107,60,88,80,100,118,92,91,66,69,57,55,64,45,63,68
"국   외","장치,기계 조작 및 조립 종사자",98,52,80,62,80,49,39,44,41,25,41,21,29,28,28,15,37,20
"국   외","단순노무 종사자",348,403,234,339,265,337,237,361,234,282,176,220,148,188,134,175,148,203
"국   외","무직, 가사, 학생",484,2851,380,2179,329,1988,214,1346,164,1288,157,955,149,828,124,675,132,701
"국   외","기타 및 미상",358,645,366,742,353,718,591,1174,629,1202,637,1263,755,1327,736,1357,767,1404
